concept_id,concept_code,concept_name,rxnorm_mapping
21131971,OMOP382698,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Dowelhurst,Marketed Product
21171405,OMOP382697,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Lexon,Marketed Product
21161660,OMOP382693,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Mawdsley-Brooks,Marketed Product
40751928,OMOP4705787,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Sigma,Marketed Product
21171404,OMOP382694,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Sigma-Tau,Marketed Product
21092794,OMOP382696,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 30 by Waymade,Marketed Product
21053577,OMOP382699,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 50,Branded Drug Box
40751927,OMOP4705788,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 50 by Sigma,Marketed Product
21112504,OMOP382700,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 50 by Sigma-Tau,Marketed Product
21151745,OMOP382688,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Dowelhurst,Marketed Product
21043766,OMOP382687,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Lexon,Marketed Product
21092793,OMOP382683,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Mawdsley-Brooks,Marketed Product
21073317,OMOP382689,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Sanofi,Marketed Product
40751929,OMOP4705786,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Sigma,Marketed Product
21131970,OMOP382685,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Sigma-Tau,Marketed Product
21063409,OMOP382686,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Waymade,Marketed Product
41032820,OMOP2230782,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol],Branded Drug
40877029,OMOP2074991,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 100,Branded Drug Box
41126769,OMOP2324731,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 1000,Branded Drug Box
41313740,OMOP2511702,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 20,Branded Drug Box
40886144,OMOP2084106,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 20 by Sanofi,Marketed Product
41158213,OMOP2356175,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 250,Branded Drug Box
41001707,OMOP2199669,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 300,Branded Drug Box
41313738,OMOP2511700,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 3000,Branded Drug Box
40939337,OMOP2137299,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 50,Branded Drug Box
40877028,OMOP2074990,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 500,Branded Drug Box
41260450,OMOP2458412,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 50 by Sanofi,Marketed Product
41313739,OMOP2511701,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 600,Branded Drug Box
43815908,OMOP777948,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] by Sanofi,Marketed Product
19107523,432646,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet,Clinical Drug
40867236,OMOP2065198,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 100,Clinical Drug Box
41022937,OMOP2220899,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 1000,Clinical Drug Box
40886145,OMOP2084107,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 100 by Mylan,Marketed Product
41303937,OMOP2501899,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 20,Clinical Drug Box
41054236,OMOP2252198,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 250,Clinical Drug Box
41117023,OMOP2314985,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 50,Clinical Drug Box
40992024,OMOP2189986,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet Box of 500,Clinical Drug Box
43725909,OMOP777845,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet by Hexal,Marketed Product
43797845,OMOP777824,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet by Ratiopharm,Marketed Product
41032819,OMOP2230781,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron],Branded Drug
41063951,OMOP2261913,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 100,Branded Drug Box
41104592,OMOP2302554,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 100 by Mylan,Marketed Product
40845919,OMOP2043881,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 20,Branded Drug Box
41136011,OMOP2333973,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 20 by Mylan,Marketed Product
41158212,OMOP2356174,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 50,Branded Drug Box
40908029,OMOP2105991,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 500,Branded Drug Box
41073115,OMOP2271077,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 50 by Mylan,Marketed Product
41282438,OMOP2480400,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur],Branded Drug
41001706,OMOP2199668,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 100,Branded Drug Box
41322915,OMOP2520877,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 100 by Kwizda,Marketed Product
41251561,OMOP2449523,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 20,Branded Drug Box
41041829,OMOP2239791,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 20 by Kwizda,Marketed Product
40845918,OMOP2043880,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 50,Branded Drug Box
41167242,OMOP2365204,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 50 by Kwizda,Marketed Product
41189357,OMOP2387319,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese],Branded Drug
41126768,OMOP2324730,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 100,Branded Drug Box
41136010,OMOP2333972,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 100 by Novartis,Marketed Product
41063952,OMOP2261914,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 20,Branded Drug Box
41229668,OMOP2427630,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 20 by Novartis,Marketed Product
41001708,OMOP2199670,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 50,Branded Drug Box
40979389,OMOP2177351,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese] Box of 50 by Novartis,Marketed Product
41220552,OMOP2418514,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro],Branded Drug
41001705,OMOP2199667,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro] Box of 100,Branded Drug Box
40845920,OMOP2043882,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro] Box of 20,Branded Drug Box
41291576,OMOP2489538,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro] Box of 20 by Ratiopharm,Marketed Product
41158211,OMOP2356173,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro] Box of 50,Branded Drug Box
41104591,OMOP2302553,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro] Box of 50 by Ratiopharm,Marketed Product
41189358,OMOP2387320,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D],Branded Drug
41251562,OMOP2449524,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D] Box of 100,Branded Drug Box
41095525,OMOP2293487,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D] Box of 20,Branded Drug Box
40854851,OMOP2052813,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D] Box of 20 by Sanofi,Marketed Product
41032823,OMOP2230785,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D] Box of 50,Branded Drug Box
41260452,OMOP2458414,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro D] Box of 50 by Sanofi,Marketed Product
43815907,OMOP777886,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro-D-Tablinen],Branded Drug
43617889,OMOP777898,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro-D-Tablinen] by Winthrop,Marketed Product
41063955,OMOP2261917,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F],Branded Drug
41095524,OMOP2293486,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 1000,Branded Drug Box
41001709,OMOP2199671,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 20,Branded Drug Box
40970383,OMOP2168345,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 250,Branded Drug Box
40939338,OMOP2137300,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 50,Branded Drug Box
41063954,OMOP2261916,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 500,Branded Drug Box
41282439,OMOP2480401,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Furosemid],Branded Drug
40877030,OMOP2074992,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Furosemid] Box of 20,Branded Drug Box
41041830,OMOP2239792,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Furosemid] Box of 20 by Sanol,Marketed Product
40908032,OMOP2105994,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Furosemid] Box of 50,Branded Drug Box
41167243,OMOP2365205,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Furosemid] Box of 50 by Sanol,Marketed Product
43707939,OMOP777865,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton 50 Heumann],Branded Drug
43690119,OMOP777876,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton 50 Heumann] by Heumann,Marketed Product
43852020,OMOP777906,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Dura],Branded Drug
43690120,OMOP777916,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Dura] by Mylan,Marketed Product
40908031,OMOP2105993,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb],Branded Drug
41063953,OMOP2261915,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 100,Branded Drug Box
40824955,OMOP2022917,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 20,Branded Drug Box
40854850,OMOP2052812,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 20 by Heumann,Marketed Product
41126767,OMOP2324729,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 250,Branded Drug Box
40908030,OMOP2105992,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 50,Branded Drug Box
41032821,OMOP2230783,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 500,Branded Drug Box
41260451,OMOP2458413,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spironolacton Komb] Box of 50 by Heumann,Marketed Product
40939336,OMOP2137298,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Pa],Branded Drug
41001704,OMOP2199666,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Pa] Box of 50,Branded Drug Box
40939335,OMOP2137297,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Tk],Branded Drug
41313737,OMOP2511699,Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Tk] Box of 50,Branded Drug Box
41047289,OMOP2245251,Furosemide 20 MG / Spironolactone 50 MG [Osyrol],Branded Drug Comp
41235032,OMOP2432994,Furosemide 20 MG / Spironolactone 50 MG [Spiro],Branded Drug Comp
40953727,OMOP2151689,Furosemide 20 MG / Spironolactone 50 MG [Spiro D],Branded Drug Comp
43761829,OMOP777769,Furosemide 20 MG / Spironolactone 50 MG [Spiro-D-Tablinen],Branded Drug Comp
40891525,OMOP2089487,Furosemide 20 MG / Spironolactone 50 MG [Spiro F],Branded Drug Comp
41110066,OMOP2308028,Furosemide 20 MG / Spironolactone 50 MG [Spiro Furosemid],Branded Drug Comp
43797844,OMOP777758,Furosemide 20 MG / Spironolactone 50 MG [Spironolacton 50 Heumann],Branded Drug Comp
43654102,OMOP777803,Furosemide 20 MG / Spironolactone 50 MG [Spironolacton Dura],Branded Drug Comp
41078676,OMOP2276638,Furosemide 20 MG / Spironolactone 50 MG [Spironolacton Komb],Branded Drug Comp
40953726,OMOP2151688,Furosemide 20 MG / Spironolactone 50 MG [Spiro Pa],Branded Drug Comp
40828997,OMOP2026959,Furosemide 20 MG / Spironolactone 50 MG [Spiro Tk],Branded Drug Comp
40039680,373944,Furosemide / Spironolactone Oral Capsule,Clinical Drug Form
43145412,OMOP444352,Furosemide / Spironolactone Oral Capsule [ALDALIX],Branded Drug Form
21171403,OMOP382677,Furosemide / Spironolactone Oral Capsule [Lasilactone],Branded Drug Form
40894742,OMOP2092704,Furosemide / Spironolactone Oral Capsule [Osyrol],Branded Drug Form
36225440,1162708,Furosemide / Spironolactone Oral Product,Clinical Dose Group
40039681,451932,Furosemide / Spironolactone Oral Tablet,Clinical Drug Form
41081983,OMOP2279945,Furosemide / Spironolactone Oral Tablet [Duraspiron],Branded Drug Form
41113225,OMOP2311187,Furosemide / Spironolactone Oral Tablet [Furo Aldopur],Branded Drug Form
41019191,OMOP2217153,Furosemide / Spironolactone Oral Tablet [Furorese],Branded Drug Form
40925717,OMOP2123679,Furosemide / Spironolactone Oral Tablet [Spiro],Branded Drug Form
40956995,OMOP2154957,Furosemide / Spironolactone Oral Tablet [Spiro D],Branded Drug Form
43815906,OMOP777498,Furosemide / Spironolactone Oral Tablet [Spiro-D-Tablinen],Branded Drug Form
40825441,OMOP2023403,Furosemide / Spironolactone Oral Tablet [Spiro F],Branded Drug Form
41081982,OMOP2279944,Furosemide / Spironolactone Oral Tablet [Spiro Furosemid],Branded Drug Form
43761828,OMOP777487,Furosemide / Spironolactone Oral Tablet [Spironolacton 50 Heumann],Branded Drug Form
43690118,OMOP777520,Furosemide / Spironolactone Oral Tablet [Spironolacton Dura],Branded Drug Form
43797841,OMOP777509,Furosemide / Spironolactone Oral Tablet [Spironolacton Heumann],Branded Drug Form
41050491,OMOP2248453,Furosemide / Spironolactone Oral Tablet [Spironolacton Komb],Branded Drug Form
41081981,OMOP2279943,Furosemide / Spironolactone Oral Tablet [Spiro Pa],Branded Drug Form
41144792,OMOP2342754,Furosemide / Spironolactone Oral Tablet [Spiro Tk],Branded Drug Form
36225441,1162709,Furosemide / Spironolactone Pill,Clinical Dose Group
41272503,OMOP2470465,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet,Clinical Drug
40960523,OMOP2158485,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 100,Clinical Drug Box
41210746,OMOP2408708,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 20,Clinical Drug Box
40866971,OMOP2064933,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 25,Clinical Drug Box
40960524,OMOP2158486,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 30,Clinical Drug Box
41148222,OMOP2346184,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 50,Clinical Drug Box
40898098,OMOP2096060,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet Box of 500,Clinical Drug Box
41281798,OMOP2479760,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid],Branded Drug
41281797,OMOP2479759,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] Box of 100,Branded Drug Box
41157644,OMOP2355606,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] Box of 20,Branded Drug Box
41126141,OMOP2324103,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] Box of 30,Branded Drug Box
41094927,OMOP2292889,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] Box of 50,Branded Drug Box
41157643,OMOP2355605,Hydrochlorothiazide 100 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] Box of 500,Branded Drug Box
41047117,OMOP2245079,Hydrochlorothiazide 100 MG / Spironolactone 100 MG [Spironothiazid],Branded Drug Comp
19106648,429195,Hydrochlorothiazide 100 MG / Spironolactone 50 MG Oral Tablet,Clinical Drug
19118542,568840,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [Aldactazide],Branded Drug Comp
44028479,OMOP1023110,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [Apo-Spirozide],Branded Drug Comp
42970784,OMOP4697208,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [DUROZIDE],Branded Drug Comp
974226,198224,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet,Clinical Drug
19037488,208112,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactazide],Branded Drug
44089019,OMOP1083650,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactazide] by Pfizer,Marketed Product
44112006,OMOP1106637,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Apo-Spirozide],Branded Drug
44076158,OMOP1070789,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Apo-Spirozide] by Apotex,Marketed Product
40960525,OMOP2158487,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet Box of 250,Clinical Drug Box
41241664,OMOP2439626,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet Box of 30,Clinical Drug Box
41272504,OMOP2470466,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet Box of 50,Clinical Drug Box
42970783,OMOP4697207,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [DUROZIDE],Branded Drug
41001086,OMOP2199048,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Risicordin],Branded Drug
41063316,OMOP2261278,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Risicordin] Box of 250,Branded Drug Box
41281799,OMOP2479761,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Risicordin] Box of 30,Branded Drug Box
40876441,OMOP2074403,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Risicordin] Box of 50,Branded Drug Box
19037489,208113,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Spironolactone Plus],Branded Drug
44073359,OMOP1067990,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [SPIRONOLACTONE TEVA],Branded Drug
44063450,OMOP1058081,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [SPIRONOLACTONE TEVA] by TEVA,Marketed Product
40922373,OMOP2120335,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [Risicordin],Branded Drug Comp
19081509,568841,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [Spironolactone Plus],Branded Drug Comp
44041457,OMOP1036088,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [SPIRONOLACTONE TEVA],Branded Drug Comp
36890714,OMOP993196,Hydrochlorothiazide 50 MG / Spironolactone 100 MG Oral Tablet,Clinical Drug
43852018,OMOP777390,Hydrochlorothiazide 50 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid],Branded Drug
43852019,OMOP777401,Hydrochlorothiazide 50 MG / Spironolactone 100 MG Oral Tablet [Spironothiazid] by Desma,Marketed Product
43815904,OMOP777369,Hydrochlorothiazide 50 MG / Spironolactone 100 MG [Spironothiazid],Branded Drug Comp
19030022,568844,Hydrochlorothiazide 50 MG / Spironolactone 50 MG [Aldactazide],Branded Drug Comp
974227,198225,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet,Clinical Drug
19037521,208116,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Aldactazide],Branded Drug
44114883,OMOP1109514,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Aldactazide] by Pfizer,Marketed Product
41241666,OMOP2439628,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 100,Clinical Drug Box
41085545,OMOP2283507,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 20,Clinical Drug Box
40835894,OMOP2033856,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 25,Clinical Drug Box
40898099,OMOP2096061,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 250,Clinical Drug Box
41241665,OMOP2439627,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 30,Clinical Drug Box
40960526,OMOP2158488,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 50,Clinical Drug Box
41303667,OMOP2501629,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet Box of 500,Clinical Drug Box
41032188,OMOP2230150,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin],Branded Drug
40938725,OMOP2136687,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 100,Branded Drug Box
40979138,OMOP2177100,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 100 by Heumann,Marketed Product
40969767,OMOP2167729,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 20,Branded Drug Box
41198336,OMOP2396298,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 20 by Heumann,Marketed Product
40969766,OMOP2167728,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 250,Branded Drug Box
40876443,OMOP2074405,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 50,Branded Drug Box
41229414,OMOP2427376,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Risicordin] Box of 50 by Heumann,Marketed Product
44086250,OMOP1080881,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE TEVA],Branded Drug
44037278,OMOP1031909,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE TEVA] by TEVA,Marketed Product
40876442,OMOP2074404,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid],Branded Drug
41126142,OMOP2324104,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 100,Branded Drug Box
41063317,OMOP2261279,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 20,Branded Drug Box
40916815,OMOP2114777,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 20 by Sanofi,Marketed Product
41001087,OMOP2199049,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 30,Branded Drug Box
41281800,OMOP2479762,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 50,Branded Drug Box
40938724,OMOP2136686,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 500,Branded Drug Box
41104328,OMOP2302290,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 50 by Desma,Marketed Product
40824733,OMOP2022695,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] Box of 50 by Sanofi,Marketed Product
43690117,OMOP777444,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Spironothiazid] by Desma,Marketed Product
41296819,OMOP2494781,Hydrochlorothiazide 50 MG / Spironolactone 50 MG [Risicordin],Branded Drug Comp
44080223,OMOP1074854,Hydrochlorothiazide 50 MG / Spironolactone 50 MG [SPIRONOLACTONE TEVA],Branded Drug Comp
40953564,OMOP2151526,Hydrochlorothiazide 50 MG / Spironolactone 50 MG [Spironothiazid],Branded Drug Comp
36224313,1162146,Hydrochlorothiazide / Spironolactone Oral Product,Clinical Dose Group
40044851,370639,Hydrochlorothiazide / Spironolactone Oral Tablet,Clinical Drug Form
40044852,369279,Hydrochlorothiazide / Spironolactone Oral Tablet [Aldactazide],Branded Drug Form
44044108,OMOP1038739,Hydrochlorothiazide / Spironolactone Oral Tablet [Apo-Spirozide],Branded Drug Form
42970785,OMOP4697209,Hydrochlorothiazide / Spironolactone Oral Tablet [DUROZIDE],Branded Drug Form
41238102,OMOP2436064,Hydrochlorothiazide / Spironolactone Oral Tablet [Risicordin],Branded Drug Form
40044853,369280,Hydrochlorothiazide / Spironolactone Oral Tablet [Spironolactone Plus],Branded Drug Form
44108638,OMOP1103269,Hydrochlorothiazide / Spironolactone Oral Tablet [SPIRONOLACTONE TEVA],Branded Drug Form
41175617,OMOP2373579,Hydrochlorothiazide / Spironolactone Oral Tablet [Spironothiazid],Branded Drug Form
36224314,1162147,Hydrochlorothiazide / Spironolactone Pill,Clinical Dose Group
21024121,OMOP382718,Hydroflumethiazide 25 MG / Spironolactone 25 MG [Aldactide],Branded Drug Comp
21171407,OMOP382719,Hydroflumethiazide 25 MG / Spironolactone 25 MG [Co-flumactone],Branded Drug Comp
19062609,250376,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet,Clinical Drug
21083017,OMOP382721,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactide],Branded Drug
21053578,OMOP382723,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactide] Box of 100,Branded Drug Box
21092795,OMOP382724,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactide] Box of 100 by Pfizer,Marketed Product
21122160,OMOP382722,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactide] by Pfizer,Marketed Product
21083016,OMOP382720,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet Box of 100,Clinical Drug Box
21102678,OMOP382726,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Co-flumactone],Branded Drug
